Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2022/2023;"Vejen";Ræv;Han;Over 1 år;Han;0;0;0;4;5;8;5;2
2022/2023;"Vejen";Ræv;Han;;Han;0;0;0;1;2;8;9;8
2022/2023;"Vejen";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;2;1;5;4
2022/2023;"Vejen";Ræv;Tæve;;Hun;0;0;0;0;2;0;5;1
2022/2023;"Vejen";Ræv;Hvalp;Under 1 år;Han;0;5;3;1;1;0;3;0
2022/2023;"Vejen";Ræv;Hvalp;Under 1 år;Hun;0;4;2;1;0;1;1;1
2022/2023;"Vejen";Ræv;Hvalp;Under 1 år;;0;3;2;0;1;0;0;2
