Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2017/2018;"Haderslev";Ræv;Han;Over 1 år;Han;0;0;0;4;24;34;35;31
2017/2018;"Haderslev";Ræv;Tæve;Over 1 år;Hun;1;0;0;3;14;16;7;13
2017/2018;"Haderslev";Ræv;Hvalp;Under 1 år;Han;6;5;1;1;1;1;1;0
2017/2018;"Haderslev";Ræv;Hvalp;Under 1 år;Hun;3;1;2;2;0;1;0;1
2017/2018;"Haderslev";Ræv;Hvalp;Under 1 år;;4;8;3;5;2;1;0;1
