Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2017/2018;"Slagelse";Ræv;Han;Over 1 år;Han;0;0;0;1;6;12;18;12
2017/2018;"Slagelse";Ræv;Han;;Han;0;0;0;0;0;0;1;0
2017/2018;"Slagelse";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;4;7;12;4
2017/2018;"Slagelse";Ræv;Hvalp;Under 1 år;Han;2;6;2;2;1;1;0;0
2017/2018;"Slagelse";Ræv;Hvalp;Under 1 år;Hun;0;4;2;2;1;0;0;0
2017/2018;"Slagelse";Ræv;Hvalp;Under 1 år;;5;0;4;1;1;3;1;0
