Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2015/2016;"Helsingør";Rådyr;Råbuk;2+ år;Han;19;4;4;2;0;0;1
2015/2016;"Helsingør";Rådyr;Råbuk;1 år;Han;1;2;0;0;1;2;0
2015/2016;"Helsingør";Rådyr;Råbuk;;Han;13;4;3;1;1;0;1
2015/2016;"Helsingør";Rådyr;Rå;2+ år;Hun;0;0;0;1;3;2;4
2015/2016;"Helsingør";Rådyr;Rå;1 år;Hun;0;0;0;0;1;0;1
2015/2016;"Helsingør";Rådyr;Rå;;Hun;0;0;0;3;3;1;3
2015/2016;"Helsingør";Rådyr;Lam;Under 1 år;Han;0;0;0;0;3;2;1
2015/2016;"Helsingør";Rådyr;Lam;Under 1 år;Hun;0;0;0;0;2;3;3
2015/2016;"Helsingør";Rådyr;Lam;Under 1 år;;1;0;0;1;2;4;1
