Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2012/2013;"Ikast-Brande";Ræv;Han;Over 1 år;Han;0;0;0;5;23;19;10;15
2012/2013;"Ikast-Brande";Ræv;Han;;Han;0;0;0;0;2;0;0;0
2012/2013;"Ikast-Brande";Ræv;Tæve;Over 1 år;Hun;0;0;0;3;12;8;11;4
2012/2013;"Ikast-Brande";Ræv;Hvalp;Under 1 år;Han;1;0;4;1;0;1;0;0
2012/2013;"Ikast-Brande";Ræv;Hvalp;Under 1 år;Hun;1;4;1;1;0;0;0;0
2012/2013;"Ikast-Brande";Ræv;Hvalp;Under 1 år;;4;5;0;2;3;1;0;0
