Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2020/2021;"Tønder";Mårhund;Han;Over 1 år;Han;8;9;3;5;2
2020/2021;"Tønder";Mårhund;Tæve;Over 1 år;Hun;3;10;7;3;4
2020/2021;"Tønder";Mårhund;Hvalp;Under 1 år;Han;0;0;0;1;0
2020/2021;"Tønder";Mårhund;Hvalp;Under 1 år;Hun;1;0;1;0;0
2020/2021;"Tønder";Mårhund;Hvalp;Under 1 år;;4;1;0;0;0
