Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2014/2015;"Esbjerg";Sika;Sikahjort;2+ år;Han;0;0;1;1;0
2014/2015;"Esbjerg";Sika;Sikahjort;1 år;Han;0;0;1;1;0
