Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2018/2019;"Kolding";Mårhund;Han;Over 1 år;Han;1;0;1;1;1
2018/2019;"Kolding";Mårhund;Tæve;Over 1 år;Hun;4;2;2;3;0
2018/2019;"Kolding";Mårhund;Hvalp;Under 1 år;Han;0;1;0;1;0
2018/2019;"Kolding";Mårhund;Hvalp;Under 1 år;;0;1;0;0;0
