Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2017/2018;"Køge";Dådyr;Dåhjort;2+ år;Han;0;0;1;1;0
2017/2018;"Køge";Dådyr;Dåhjort;1 år;Han;0;1;0;2;1
2017/2018;"Køge";Dådyr;Dåhjort;;Han;1;1;2;0;1
2017/2018;"Køge";Dådyr;Då;2+ år;Hun;0;0;0;0;2
2017/2018;"Køge";Dådyr;Kalv;Under 1 år;Han;0;0;0;1;2
2017/2018;"Køge";Dådyr;Kalv;Under 1 år;Hun;0;0;1;0;0
2017/2018;"Køge";Dådyr;Kalv;Under 1 år;;0;0;1;1;1
