Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2016/2017;"Allerød";Rådyr;Råbuk;2+ år;Han;14;8;2;2;0;0;2
2016/2017;"Allerød";Rådyr;Råbuk;1 år;Han;2;2;0;0;0;0;0
2016/2017;"Allerød";Rådyr;Råbuk;;Han;8;3;0;0;1;1;0
2016/2017;"Allerød";Rådyr;Rå;2+ år;Hun;0;0;0;4;5;0;2
2016/2017;"Allerød";Rådyr;Rå;1 år;Hun;0;0;0;0;1;0;0
2016/2017;"Allerød";Rådyr;Rå;;Hun;0;0;0;4;3;1;1
2016/2017;"Allerød";Rådyr;Lam;Under 1 år;Han;0;0;0;0;0;0;2
2016/2017;"Allerød";Rådyr;Lam;Under 1 år;Hun;0;0;0;1;0;1;1
2016/2017;"Allerød";Rådyr;Lam;Under 1 år;;0;0;0;1;1;1;0
