Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2012/2013;"Glostrup";Rådyr;Råbuk;1 år;Han;0;0;0;0;2;0;0
2012/2013;"Glostrup";Rådyr;Rå;2+ år;Hun;0;0;0;1;0;0;0
