Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2022/2023;"Albertslund";Rådyr;Råbuk;2+ år;Han;1;0;0;0;0;0;1
2022/2023;"Albertslund";Rådyr;Rå;2+ år;Hun;0;0;0;0;0;0;1
2022/2023;"Albertslund";Rådyr;Lam;Under 1 år;Han;0;0;0;0;0;0;1
