Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2019/2020;"Sorø";Ræv;Han;Over 1 år;Han;0;0;0;2;12;5;8;10
2019/2020;"Sorø";Ræv;Tæve;Over 1 år;Hun;0;0;1;0;1;1;8;5
2019/2020;"Sorø";Ræv;Tæve;;Hun;0;0;0;0;1;0;0;0
2019/2020;"Sorø";Ræv;Hvalp;Under 1 år;Han;1;2;2;3;1;0;0;1
2019/2020;"Sorø";Ræv;Hvalp;Under 1 år;Hun;0;2;1;3;2;0;0;2
2019/2020;"Sorø";Ræv;Hvalp;Under 1 år;;0;5;13;4;6;1;2;0
