Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2019/2020;"Guldborgsund";Ræv;Han;Over 1 år;Han;0;1;0;3;17;13;18;27
2019/2020;"Guldborgsund";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;9;12;10;13
2019/2020;"Guldborgsund";Ræv;Hvalp;Under 1 år;Han;0;2;2;1;1;1;4;0
2019/2020;"Guldborgsund";Ræv;Hvalp;Under 1 år;Hun;0;4;2;2;1;4;2;0
2019/2020;"Guldborgsund";Ræv;Hvalp;Under 1 år;;0;4;1;0;1;0;1;0
