Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2017/2018;"Vejle";Ræv;Han;Over 1 år;Han;0;2;1;5;43;25;37;38
2017/2018;"Vejle";Ræv;Han;;Han;0;0;1;0;2;0;0;0
2017/2018;"Vejle";Ræv;Tæve;Over 1 år;Hun;0;1;0;3;15;22;20;27
2017/2018;"Vejle";Ræv;Tæve;;Hun;0;0;1;0;0;0;1;0
2017/2018;"Vejle";Ræv;Hvalp;Under 1 år;Han;7;7;2;2;3;0;2;0
2017/2018;"Vejle";Ræv;Hvalp;Under 1 år;Hun;6;11;4;1;5;0;0;0
2017/2018;"Vejle";Ræv;Hvalp;Under 1 år;;3;11;8;12;6;5;2;2
