Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2015/2016;"Nyborg";Ræv;Han;Over 1 år;Han;0;1;0;1;7;4;12;17
2015/2016;"Nyborg";Ræv;Tæve;Over 1 år;Hun;0;1;0;0;5;3;1;9
2015/2016;"Nyborg";Ræv;Hvalp;Under 1 år;Han;3;2;1;1;0;0;0;0
2015/2016;"Nyborg";Ræv;Hvalp;Under 1 år;Hun;3;5;0;0;0;0;0;0
2015/2016;"Nyborg";Ræv;Hvalp;Under 1 år;;2;0;0;1;1;0;0;0
