Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2014/2015;"Odsherred";Ræv;Han;Over 1 år;Han;1;0;0;0;10;12;15;15
2014/2015;"Odsherred";Ræv;Tæve;Over 1 år;Hun;0;0;3;0;4;3;7;2
2014/2015;"Odsherred";Ræv;Hvalp;Under 1 år;Han;0;0;1;2;1;0;1;0
2014/2015;"Odsherred";Ræv;Hvalp;Under 1 år;Hun;0;0;0;0;1;0;0;0
2014/2015;"Odsherred";Ræv;Hvalp;Under 1 år;;0;4;0;3;1;0;0;0
