Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2018/2019;"Ikast-Brande";Sika;Sikahjort;2+ år;Han;0;0;0;0;1
2018/2019;"Ikast-Brande";Sika;Sikahjort;;Han;0;0;1;0;0
