Sæson;Kommune;Art;September;Oktober;November;December;Januar
2020/2021;"Skive";Mink;0;2;0;0;0
2020/2021;"Skive";Mink;0;0;0;2;1
2020/2021;"Skive";Mink;0;0;1;1;0
