Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2013/2014;"Lejre";Ræv;Han;Over 1 år;Han;0;0;0;1;0;2;2;0
2013/2014;"Lejre";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;2;2;1;0
2013/2014;"Lejre";Ræv;Hvalp;Under 1 år;;0;1;0;0;0;0;0;0
