Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2019/2020;"Mariagerfjord";Vildsvin;Orne;Over 1 år;Han;0;0;2;0;2
2019/2020;"Mariagerfjord";Vildsvin;So;Over 1 år;Hun;0;0;0;0;1
2019/2020;"Mariagerfjord";Vildsvin;Gris;Under 1 år;Hun;0;0;0;0;2
