Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2014/2015;"Aarhus";Ræv;Han;Over 1 år;Han;1;0;1;1;13;10;13;16
2014/2015;"Aarhus";Ræv;Han;;Han;0;0;0;0;0;0;0;1
2014/2015;"Aarhus";Ræv;Tæve;Over 1 år;Hun;0;0;0;2;3;6;9;10
2014/2015;"Aarhus";Ræv;Hvalp;Under 1 år;Han;0;1;0;0;1;0;3;1
2014/2015;"Aarhus";Ræv;Hvalp;Under 1 år;;3;2;0;2;2;0;0;0
