Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2021/2022;"Greve";Krondyr;Kronhind;2+ år;Hun;0;0;0;0;1
2021/2022;"Greve";Krondyr;Kalv;Under 1 år;Hun;0;0;2;0;0
2021/2022;"Greve";Krondyr;Ikke angivet;;Han;0;1;0;0;0
