Sæson;Kommune;Art;September;Oktober;November;December;Januar
2020/2021;"Vesthimmerland";Mink;0;2;0;2;3
2020/2021;"Vesthimmerland";Mink;0;0;0;1;0
2020/2021;"Vesthimmerland";Mink;0;0;1;0;2
2020/2021;"Vesthimmerland";Mink;0;0;0;1;0
