Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2016/2017;"Vesthimmerland";Ræv;Han;Over 1 år;Han;0;0;0;4;29;32;37;26
2016/2017;"Vesthimmerland";Ræv;Han;;Han;0;0;0;0;0;0;0;1
2016/2017;"Vesthimmerland";Ræv;Tæve;Over 1 år;Hun;0;0;0;1;9;17;19;23
2016/2017;"Vesthimmerland";Ræv;Hvalp;Under 1 år;Han;3;2;0;0;0;4;1;0
2016/2017;"Vesthimmerland";Ræv;Hvalp;Under 1 år;Hun;4;1;0;1;0;3;1;0
2016/2017;"Vesthimmerland";Ræv;Hvalp;Under 1 år;;3;3;0;0;3;1;0;0
