Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2017/2018;"Aarhus";Sika;Sikahjort;2+ år;Han;2;0;0;0;3
2017/2018;"Aarhus";Sika;Sikahjort;1 år;Han;0;1;0;0;0
2017/2018;"Aarhus";Sika;Sikahjort;;Han;1;0;0;0;0
2017/2018;"Aarhus";Sika;Sikahind;2+ år;Hun;0;0;0;2;0
2017/2018;"Aarhus";Sika;Kalv;Under 1 år;Han;0;0;0;0;1
2017/2018;"Aarhus";Sika;Kalv;Under 1 år;Hun;0;0;0;2;0
