Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2015/2016;"Solrød";Ræv;Han;Over 1 år;Han;0;0;0;0;1;1;1;1
2015/2016;"Solrød";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;0;0;2;1
