Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2016/2017;"Odder";Ræv;Han;Over 1 år;Han;0;1;0;0;7;8;8;7
2016/2017;"Odder";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;3;3;5;12
2016/2017;"Odder";Ræv;Hvalp;Under 1 år;Han;3;1;1;0;1;0;1;0
2016/2017;"Odder";Ræv;Hvalp;Under 1 år;Hun;4;2;0;0;0;0;0;0
2016/2017;"Odder";Ræv;Hvalp;Under 1 år;;2;0;0;0;0;0;0;0
