Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2020/2021;"Vejle";Mårhund;Han;Over 1 år;Han;3;4;2;2;1
2020/2021;"Vejle";Mårhund;Tæve;Over 1 år;Hun;5;4;2;2;2
2020/2021;"Vejle";Mårhund;Hvalp;Under 1 år;Han;4;1;0;0;0
2020/2021;"Vejle";Mårhund;Hvalp;Under 1 år;Hun;0;1;1;0;0
2020/2021;"Vejle";Mårhund;Hvalp;Under 1 år;;1;0;0;0;0
