Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2018/2019;"Ikast-Brande";Mårhund;Han;Over 1 år;Han;0;0;1;1;0
2018/2019;"Ikast-Brande";Mårhund;Tæve;Over 1 år;Hun;0;0;1;1;0
2018/2019;"Ikast-Brande";Mårhund;Hvalp;Under 1 år;Han;1;0;0;0;0
