Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2017/2018;"Skanderborg";Ræv;Han;Over 1 år;Han;0;0;0;2;17;10;13;9
2017/2018;"Skanderborg";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;3;7;8;9
2017/2018;"Skanderborg";Ræv;Hvalp;Under 1 år;Han;1;0;0;0;0;0;2;0
2017/2018;"Skanderborg";Ræv;Hvalp;Under 1 år;;6;8;2;0;0;0;0;0
