Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2017/2018;"Skive";Mårhund;Han;Over 1 år;Han;2;3;0;2;2
2017/2018;"Skive";Mårhund;Tæve;Over 1 år;Hun;1;1;0;0;0
