Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2018/2019;"Fredericia";Mårhund;Han;Over 1 år;Han;0;1;0;0;1
2018/2019;"Fredericia";Mårhund;Tæve;Over 1 år;Hun;1;1;1;0;1
