Sæson;Kommune;Art;September;Oktober;November;December;Januar
2019/2020;"Herning";Mink;2;2;0;1;1
2019/2020;"Herning";Mink;0;1;2;0;0
2019/2020;"Herning";Mink;0;0;1;4;1
