Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2016/2017;"Haderslev";Ræv;Han;Over 1 år;Han;0;0;1;4;21;38;32;24
2016/2017;"Haderslev";Ræv;Tæve;Over 1 år;Hun;0;0;0;1;9;16;19;15
2016/2017;"Haderslev";Ræv;Tæve;;Hun;0;0;0;0;0;1;0;1
2016/2017;"Haderslev";Ræv;Hvalp;Under 1 år;Han;3;3;2;1;0;0;1;1
2016/2017;"Haderslev";Ræv;Hvalp;Under 1 år;Hun;1;2;2;1;1;1;0;1
2016/2017;"Haderslev";Ræv;Hvalp;Under 1 år;;2;2;0;4;1;4;2;3
