Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2017/2018;"Hørsholm";Ræv;Han;Over 1 år;Han;0;0;0;1;2;0;2;1
2017/2018;"Hørsholm";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;1;1;0;0
2017/2018;"Hørsholm";Ræv;Hvalp;Under 1 år;Hun;0;0;0;0;1;0;0;0
