Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2022/2023;"Thisted";Mårhund;Han;Over 1 år;Han;1;0;0;1;1
2022/2023;"Thisted";Mårhund;Han;;Han;4;3;6;1;2
2022/2023;"Thisted";Mårhund;Tæve;Over 1 år;Hun;1;0;0;0;1
2022/2023;"Thisted";Mårhund;Tæve;;Hun;4;3;1;1;0
2022/2023;"Thisted";Mårhund;Hvalp;Under 1 år;Han;1;0;0;0;0
