Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2022/2023;"Bornholm";Dådyr;Då;;Hun;0;0;0;2;0
2022/2023;"Bornholm";Dådyr;Kalv;Under 1 år;Han;0;0;0;0;19
2022/2023;"Bornholm";Dådyr;Kalv;Under 1 år;Hun;0;0;0;0;16
2022/2023;"Bornholm";Dådyr;Kalv;Under 1 år;;0;0;0;0;1
