Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2020/2021;"Holstebro";Vildsvin;Orne;Over 1 år;Han;1;1;0;0;0
2020/2021;"Holstebro";Vildsvin;So;Over 1 år;Hun;0;3;0;0;0
2020/2021;"Holstebro";Vildsvin;Gris;Under 1 år;Han;0;2;0;1;0
2020/2021;"Holstebro";Vildsvin;Gris;Under 1 år;Hun;0;3;1;0;0
2020/2021;"Holstebro";Vildsvin;Gris;Under 1 år;;0;1;0;0;0
