Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2022/2023;"Skive";Mårhund;Han;Over 1 år;Han;2;1;3;0;0
2022/2023;"Skive";Mårhund;Han;;Han;0;1;1;0;1
2022/2023;"Skive";Mårhund;Tæve;Over 1 år;Hun;1;0;0;0;0
2022/2023;"Skive";Mårhund;Tæve;;Hun;0;2;1;1;0
2022/2023;"Skive";Mårhund;Hvalp;Under 1 år;Han;1;0;0;0;0
2022/2023;"Skive";Mårhund;Hvalp;Under 1 år;Hun;2;0;0;0;0
2022/2023;"Skive";Mårhund;Hvalp;Under 1 år;;0;0;0;1;0
