Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2022/2023;"Holbæk";Ræv;Han;Over 1 år;Han;0;0;0;2;4;2;2;4
2022/2023;"Holbæk";Ræv;Han;;Han;0;0;0;0;4;4;4;1
2022/2023;"Holbæk";Ræv;Tæve;;Hun;0;0;0;0;1;3;1;0
2022/2023;"Holbæk";Ræv;Hvalp;Under 1 år;Han;0;1;1;1;3;0;0;0
2022/2023;"Holbæk";Ræv;Hvalp;Under 1 år;Hun;0;1;2;0;1;0;0;0
2022/2023;"Holbæk";Ræv;Hvalp;Under 1 år;;1;4;3;3;1;1;0;0
