Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2017/2018;"Lemvig";Dådyr;Dåhjort;2+ år;Han;0;0;0;1;0
2017/2018;"Lemvig";Dådyr;Dåhjort;1 år;Han;0;0;0;6;0
2017/2018;"Lemvig";Dådyr;Då;2+ år;Hun;0;0;0;11;0
2017/2018;"Lemvig";Dådyr;Då;1 år;Hun;0;0;0;3;0
2017/2018;"Lemvig";Dådyr;Då;;Hun;0;0;0;12;0
2017/2018;"Lemvig";Dådyr;Kalv;Under 1 år;Han;0;0;0;12;0
2017/2018;"Lemvig";Dådyr;Kalv;Under 1 år;Hun;0;0;0;10;0
2017/2018;"Lemvig";Dådyr;Kalv;Under 1 år;;0;0;0;7;0
