Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2020/2021;"Lolland";Vildsvin;Orne;Over 1 år;Han;0;1;2;0;0
2020/2021;"Lolland";Vildsvin;Gris;Under 1 år;Han;0;1;0;0;0
2020/2021;"Lolland";Vildsvin;Gris;Under 1 år;;0;3;15;0;0
