Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2021/2022;"Kalundborg";Rådyr;Råbuk;2+ år;Han;107;38;6;6;2;1;3
2021/2022;"Kalundborg";Rådyr;Råbuk;1 år;Han;21;9;2;2;0;0;1
2021/2022;"Kalundborg";Rådyr;Råbuk;;Han;123;40;7;10;6;3;3
2021/2022;"Kalundborg";Rådyr;Rå;2+ år;Hun;0;0;0;9;8;14;25
2021/2022;"Kalundborg";Rådyr;Rå;1 år;Hun;0;0;0;3;2;1;12
2021/2022;"Kalundborg";Rådyr;Rå;;Hun;0;0;0;9;8;16;24
2021/2022;"Kalundborg";Rådyr;Lam;Under 1 år;Han;0;0;0;5;8;5;10
2021/2022;"Kalundborg";Rådyr;Lam;Under 1 år;Hun;0;0;0;11;9;27;19
2021/2022;"Kalundborg";Rådyr;Lam;Under 1 år;;0;0;0;0;7;1;2
