Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2016/2017;"Guldborgsund";Rådyr;Råbuk;2+ år;Han;120;49;15;10;9;6;10
2016/2017;"Guldborgsund";Rådyr;Råbuk;1 år;Han;27;10;7;7;2;4;7
2016/2017;"Guldborgsund";Rådyr;Råbuk;;Han;75;35;18;5;6;3;2
2016/2017;"Guldborgsund";Rådyr;Rå;2+ år;Hun;1;0;0;16;27;18;37
2016/2017;"Guldborgsund";Rådyr;Rå;1 år;Hun;0;0;0;14;9;6;11
2016/2017;"Guldborgsund";Rådyr;Rå;;Hun;1;0;0;14;23;20;28
2016/2017;"Guldborgsund";Rådyr;Lam;Under 1 år;Han;0;0;0;8;11;14;11
2016/2017;"Guldborgsund";Rådyr;Lam;Under 1 år;Hun;1;0;0;14;15;18;23
2016/2017;"Guldborgsund";Rådyr;Lam;Under 1 år;;0;0;0;18;13;20;18
