Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2020/2021;"Silkeborg";Mårhund;Han;Over 1 år;Han;2;3;2;0;1
2020/2021;"Silkeborg";Mårhund;Tæve;Over 1 år;Hun;0;4;0;1;1
2020/2021;"Silkeborg";Mårhund;Hvalp;Under 1 år;;1;0;0;0;1
