Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2020/2021;"Faaborg-Midtfyn";Rådyr;Råbuk;2+ år;Han;117;38;20;5;2;4;5
2020/2021;"Faaborg-Midtfyn";Rådyr;Råbuk;1 år;Han;33;19;1;5;3;3;4
2020/2021;"Faaborg-Midtfyn";Rådyr;Råbuk;;Han;89;53;14;12;3;10;1
2020/2021;"Faaborg-Midtfyn";Rådyr;Rå;2+ år;Hun;0;0;0;5;7;15;15
2020/2021;"Faaborg-Midtfyn";Rådyr;Rå;1 år;Hun;0;0;0;3;3;2;5
2020/2021;"Faaborg-Midtfyn";Rådyr;Rå;;Hun;0;0;0;13;13;14;35
2020/2021;"Faaborg-Midtfyn";Rådyr;Lam;Under 1 år;Han;0;0;0;7;3;6;9
2020/2021;"Faaborg-Midtfyn";Rådyr;Lam;Under 1 år;Hun;0;0;0;10;7;14;18
2020/2021;"Faaborg-Midtfyn";Rådyr;Lam;Under 1 år;;0;0;0;10;16;15;18
