Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2018/2019;"Ikast-Brande";Ræv;Han;Over 1 år;Han;0;0;0;10;30;24;27;26
2018/2019;"Ikast-Brande";Ræv;Tæve;Over 1 år;Hun;0;0;0;6;11;8;14;11
2018/2019;"Ikast-Brande";Ræv;Tæve;;Hun;0;0;1;0;0;0;0;0
2018/2019;"Ikast-Brande";Ræv;Hvalp;Under 1 år;Han;14;2;3;1;2;2;2;0
2018/2019;"Ikast-Brande";Ræv;Hvalp;Under 1 år;Hun;6;3;1;4;1;0;0;0
2018/2019;"Ikast-Brande";Ræv;Hvalp;Under 1 år;;13;17;15;5;7;0;1;1
