Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2018/2019;"Billund";Rådyr;Råbuk;2+ år;Han;103;29;17;6;3;7;2
2018/2019;"Billund";Rådyr;Råbuk;1 år;Han;23;4;10;1;3;5;0
2018/2019;"Billund";Rådyr;Råbuk;;Han;77;34;11;8;8;6;3
2018/2019;"Billund";Rådyr;Rå;2+ år;Hun;0;0;0;16;16;21;18
2018/2019;"Billund";Rådyr;Rå;1 år;Hun;0;0;0;7;8;5;6
2018/2019;"Billund";Rådyr;Rå;;Hun;0;0;0;20;19;23;6
2018/2019;"Billund";Rådyr;Lam;Under 1 år;Han;0;0;1;13;9;4;3
2018/2019;"Billund";Rådyr;Lam;Under 1 år;Hun;0;0;0;23;18;13;9
2018/2019;"Billund";Rådyr;Lam;Under 1 år;;1;0;0;15;19;20;10
