Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2019/2020;"Vordingborg";Ræv;Han;Over 1 år;Han;0;0;0;10;19;21;17;18
2019/2020;"Vordingborg";Ræv;Tæve;Over 1 år;Hun;0;0;1;5;13;5;17;4
2019/2020;"Vordingborg";Ræv;Hvalp;Under 1 år;Han;1;2;2;2;1;1;0;0
2019/2020;"Vordingborg";Ræv;Hvalp;Under 1 år;Hun;3;1;1;1;0;1;0;1
2019/2020;"Vordingborg";Ræv;Hvalp;Under 1 år;;2;18;8;4;1;0;0;2
