Sæson;Kommune;Art;September;Oktober;November;December;Januar
2017/2018;"Jammerbugt";Mink;0;0;0;2;1
2017/2018;"Jammerbugt";Mink;0;1;1;1;5
2017/2018;"Jammerbugt";Mink;0;0;0;3;0
