Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2018/2019;"Kerteminde";Rådyr;Råbuk;2+ år;Han;46;8;3;1;1;2;0
2018/2019;"Kerteminde";Rådyr;Råbuk;1 år;Han;4;2;1;0;0;0;0
2018/2019;"Kerteminde";Rådyr;Råbuk;;Han;26;7;0;1;0;0;1
2018/2019;"Kerteminde";Rådyr;Rå;2+ år;Hun;0;1;0;2;4;7;5
2018/2019;"Kerteminde";Rådyr;Rå;1 år;Hun;0;0;0;0;0;1;3
2018/2019;"Kerteminde";Rådyr;Rå;;Hun;0;0;0;0;0;6;4
2018/2019;"Kerteminde";Rådyr;Lam;Under 1 år;Han;0;0;0;2;1;2;2
2018/2019;"Kerteminde";Rådyr;Lam;Under 1 år;Hun;0;0;0;1;1;4;8
2018/2019;"Kerteminde";Rådyr;Lam;Under 1 år;;0;0;0;1;3;2;1
