Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2019/2020;"Furesø";Ræv;Han;Over 1 år;Han;0;0;0;1;2;3;1;0
2019/2020;"Furesø";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;2;3;0;1
2019/2020;"Furesø";Ræv;Hvalp;Under 1 år;;0;0;0;1;0;0;0;0
