Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2022/2023;"Hedensted";Rådyr;Råbuk;2+ år;Han;49;20;7;1;2;1;2
2022/2023;"Hedensted";Rådyr;Råbuk;1 år;Han;13;2;1;1;2;1;1
2022/2023;"Hedensted";Rådyr;Råbuk;;Han;36;16;6;2;4;2;1
2022/2023;"Hedensted";Rådyr;Rå;2+ år;Hun;0;0;0;5;7;4;10
2022/2023;"Hedensted";Rådyr;Rå;1 år;Hun;0;0;0;0;2;1;4
2022/2023;"Hedensted";Rådyr;Rå;;Hun;0;0;0;5;12;13;5
2022/2023;"Hedensted";Rådyr;Lam;Under 1 år;Han;0;0;0;1;5;6;7
2022/2023;"Hedensted";Rådyr;Lam;Under 1 år;Hun;0;0;0;10;11;7;11
2022/2023;"Hedensted";Rådyr;Lam;Under 1 år;;0;0;0;2;1;2;2
