Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2014/2015;"Roskilde";Rådyr;Råbuk;2+ år;Han;61;15;3;3;5;2;3
2014/2015;"Roskilde";Rådyr;Råbuk;1 år;Han;19;10;1;3;1;1;4
2014/2015;"Roskilde";Rådyr;Råbuk;;Han;32;12;4;3;2;5;1
2014/2015;"Roskilde";Rådyr;Rå;2+ år;Hun;0;0;0;4;9;19;16
2014/2015;"Roskilde";Rådyr;Rå;1 år;Hun;0;0;0;1;3;5;6
2014/2015;"Roskilde";Rådyr;Rå;;Hun;0;0;0;5;5;8;14
2014/2015;"Roskilde";Rådyr;Lam;Under 1 år;Han;0;0;0;7;5;2;5
2014/2015;"Roskilde";Rådyr;Lam;Under 1 år;Hun;0;0;0;5;13;8;8
2014/2015;"Roskilde";Rådyr;Lam;Under 1 år;;0;0;0;4;5;15;11
