Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2020/2021;"Egedal";Rådyr;Råbuk;2+ år;Han;32;12;5;4;1;0;0
2020/2021;"Egedal";Rådyr;Råbuk;1 år;Han;3;4;0;0;0;0;2
2020/2021;"Egedal";Rådyr;Råbuk;;Han;32;10;2;2;0;0;2
2020/2021;"Egedal";Rådyr;Rå;2+ år;Hun;0;0;0;4;4;5;5
2020/2021;"Egedal";Rådyr;Rå;1 år;Hun;0;0;0;1;1;2;3
2020/2021;"Egedal";Rådyr;Rå;;Hun;0;0;0;6;3;4;5
2020/2021;"Egedal";Rådyr;Lam;Under 1 år;Han;0;0;0;3;2;3;3
2020/2021;"Egedal";Rådyr;Lam;Under 1 år;Hun;0;0;0;7;3;2;10
2020/2021;"Egedal";Rådyr;Lam;Under 1 år;;0;0;0;5;2;4;1
