Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2018/2019;"Holbæk";Rådyr;Råbuk;2+ år;Han;178;52;23;12;9;4;8
2018/2019;"Holbæk";Rådyr;Råbuk;1 år;Han;38;14;7;2;2;6;4
2018/2019;"Holbæk";Rådyr;Råbuk;;Han;121;52;15;12;3;3;4
2018/2019;"Holbæk";Rådyr;Rå;2+ år;Hun;0;0;0;21;20;21;38
2018/2019;"Holbæk";Rådyr;Rå;1 år;Hun;0;0;0;7;9;6;10
2018/2019;"Holbæk";Rådyr;Rå;;Hun;0;0;0;25;20;30;37
2018/2019;"Holbæk";Rådyr;Lam;Under 1 år;Han;0;2;0;4;8;11;10
2018/2019;"Holbæk";Rådyr;Lam;Under 1 år;Hun;0;1;0;12;12;16;20
2018/2019;"Holbæk";Rådyr;Lam;Under 1 år;;0;0;0;20;23;23;22
