Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2020/2021;"Næstved";Ræv;Han;Over 1 år;Han;0;1;0;5;11;14;14;13
2020/2021;"Næstved";Ræv;Tæve;Over 1 år;Hun;0;2;1;2;5;10;6;12
2020/2021;"Næstved";Ræv;Hvalp;Under 1 år;Han;0;4;3;2;0;1;0;1
2020/2021;"Næstved";Ræv;Hvalp;Under 1 år;Hun;0;5;2;3;1;0;0;0
2020/2021;"Næstved";Ræv;Hvalp;Under 1 år;;5;15;3;2;4;2;0;1
