Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2015/2016;"Aalborg";Vildsvin;So;Over 1 år;Hun;0;0;0;0;1
2015/2016;"Aalborg";Vildsvin;Gris;Under 1 år;;0;2;0;0;0
