Sæson;Kommune;Art;September;Oktober;November;December;Januar
2017/2018;"Aalborg";Mink;1;0;3;0;0
2017/2018;"Aalborg";Mink;0;1;0;1;0
2017/2018;"Aalborg";Mink;0;0;2;2;0
