Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2022/2023;"Næstved";Rådyr;Råbuk;2+ år;Han;120;37;18;4;1;2;2
2022/2023;"Næstved";Rådyr;Råbuk;1 år;Han;25;9;2;1;3;1;1
2022/2023;"Næstved";Rådyr;Råbuk;;Han;131;48;15;8;5;7;7
2022/2023;"Næstved";Rådyr;Rå;2+ år;Hun;0;0;0;8;8;23;29
2022/2023;"Næstved";Rådyr;Rå;1 år;Hun;0;0;0;6;0;7;9
2022/2023;"Næstved";Rådyr;Rå;;Hun;0;0;0;11;20;25;39
2022/2023;"Næstved";Rådyr;Lam;Under 1 år;Han;0;0;0;7;7;10;22
2022/2023;"Næstved";Rådyr;Lam;Under 1 år;Hun;0;0;0;10;17;25;30
2022/2023;"Næstved";Rådyr;Lam;Under 1 år;;0;0;0;3;9;5;8
