Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2016/2017;"Skive";Krondyr;Kronhjort;2+ år;Han;0;1;0;4;0
2016/2017;"Skive";Krondyr;Kronhjort;1 år;Han;0;1;0;0;0
2016/2017;"Skive";Krondyr;Kronhjort;;Han;0;0;1;0;0
2016/2017;"Skive";Krondyr;Kronhind;2+ år;Hun;0;0;1;0;0
2016/2017;"Skive";Krondyr;Kronhind;;Hun;0;0;1;0;1
2016/2017;"Skive";Krondyr;Kalv;Under 1 år;Hun;0;0;0;0;2
2016/2017;"Skive";Krondyr;Kalv;Under 1 år;;1;0;1;0;0
