Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2021/2022;"Helsingør";Ræv;Han;Over 1 år;Han;0;0;0;0;3;0;1;1
2021/2022;"Helsingør";Ræv;Han;;Han;0;0;0;0;0;0;1;1
2021/2022;"Helsingør";Ræv;Tæve;;Hun;0;0;0;0;2;0;0;1
2021/2022;"Helsingør";Ræv;Hvalp;Under 1 år;Han;0;0;0;0;1;0;0;0
2021/2022;"Helsingør";Ræv;Hvalp;Under 1 år;;0;3;0;0;0;0;0;0
