Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2016/2017;"Faxe";Rådyr;Råbuk;2+ år;Han;143;35;18;7;6;5;6
2016/2017;"Faxe";Rådyr;Råbuk;1 år;Han;21;10;4;3;3;7;3
2016/2017;"Faxe";Rådyr;Råbuk;;Han;63;27;4;1;11;5;4
2016/2017;"Faxe";Rådyr;Rå;2+ år;Hun;0;0;0;8;26;29;29
2016/2017;"Faxe";Rådyr;Rå;1 år;Hun;0;0;0;8;11;9;9
2016/2017;"Faxe";Rådyr;Rå;;Hun;0;0;0;8;19;24;19
2016/2017;"Faxe";Rådyr;Lam;Under 1 år;Han;0;0;0;8;7;12;10
2016/2017;"Faxe";Rådyr;Lam;Under 1 år;Hun;0;1;1;9;19;22;29
2016/2017;"Faxe";Rådyr;Lam;Under 1 år;;0;1;0;6;17;16;21
